oh oh,yeah yeah,ooh ooh,na na,dont know,la la,dont wanna,let go,im gonna,oh yeah,ah ah,know im,love love,doo doo,dont want,hey hey,ive got,feel like,da da,cause im,know know,dont need,get get,every time,like im,dont stop,cant get,yeah im,dont care,know youre,cant see,think im,go go,oh baby,? im,baby baby,? dont,dont let,im still,know dont,? oh,yeah oh,baby dont,time time,im going,youve got,come back,every day,ill never,dont think,little bit,one time,aint got,youre gonna,uh uh,love like,please dont,feels like,wanna go,come come,uh huh,like like,youre one,make feel,dont make,love ?,baby im,say im,dont go,? yeah,theres nothing,let know,cause dont,oh im,round round,im im,lets go,im one,say ?,yeah !,never gonna,wanna know,want want,ooh yeah,one day,im love,lets get,dont even,ill take,du du,youll never,close eyes,wont let,cant stop,wanna see,im coming,? ?,night long,? cause,cause know,thats way,love im,gotta get,love baby,dont get,get back,know got,im ready,ha ha,one thing,yeah know,run away,? know,cant help,ya ya,hey !,know love,nah nah,woah oh,cant take,good time,dont mind,last night,cause youre,dont worry,brand new,like dont,know like,im feeling,feel good
4776,3233,2573,2425,2384,2343,1519,1238,1208,1075,1032,1006,994,983,982,967,945,927,925,873,761,724,643,616,596,588,577,549,530,520,507,502,500,498,483,481,477,464,459,458,456,446,440,439,437,437,435,435,431,409,407,404,403,397,391,385,385,382,378,376,374,372,370,370,366,347,346,344,344,344,336,334,332,327,323,321,320,319,319,317,314,313,313,308,306,305,304,304,304,301,300,300,299,296,294,294,294,293,291,288,288,286,283,283,283,283,282,281,276,276,275,271,272,269,268,268,267,264,263,262,260,258,257,257,256,255,254,253,251,250
