song,song_id,artist,artist_id,category,genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
Take Me to Church,0aOluBqXYd0rFSCsgDyAWX,Hozier,2FXC3k01G6Gw61bmprjgqS,pop,"['pop', 'irish', 'modern']",0.575,0.664,4.0,-5.303,0.0,0.0481,0.637,0.0,0.116,0.4370000000000001,129.07,241693.0,4.0
Walk Me Home,6jfEZdUJ2Yla6h7gTJgKuo,P!nk,1KCSPY1glIKqW2TotWuXOR,pop,"['dance', 'pop', 'post-teen']",0.652,0.453,1.0,-6.119,1.0,0.0445,0.0519,0.0,0.179,0.4320000000000001,88.038,177391.0,3.0
Let Her Go,7DFNE7NO0raLIUbgzY2rzm,Passenger,0gadJ2b9A4SKsB1RFkBb66,pop,"['neo', 'pop', 'folk-pop']",0.509,0.5379999999999999,7.0,-7.335,1.0,0.0572,0.385,0.0,0.104,0.244,75.089,252867.0,4.0
Falling Like The Stars,15xWRPHQMeqgdkGzInx3PY,James Arthur,4IWBUUAFIplrNtaOHcJPRM,pop,"['talent', 'pop', 'uk']",0.29600000000000004,0.35100000000000003,6.0,-9.538,1.0,0.0351,0.823,1.5e-06,0.11,0.19,177.59599999999998,212720.0,3.0
Apologize,1NrJYpdAi7uosDRPmSYrsG,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,pop,"['neo', 'dance', 'piano', 'pop']",0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107.0,4.0
No One,6IwKcFdiRQZOWeYNhUiWIv,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,pop,"['neo', 'hip', 'urban', 'r&b', 'pop']",0.644,0.5479999999999999,1.0,-5.416,0.0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813.0,4.0
If the World Was Ending - feat. Julia Michaels,2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,pop,"['indie', 'pop', 'canadian']",0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,208687.0,4.0
Always Remember Us This Way,1koJk8rrMBlhDZ8MNiLzH9,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,pop,"['dance', 'pop']",0.5529999999999999,0.506,0.0,-5.9670000000000005,1.0,0.0411,0.317,0.0,0.763,0.306,130.02700000000002,210200.0,4.0
We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,pop,"['dance', 'pop', 'viral', 'post-teen']",0.728,0.563,1.0,-8.052999999999999,0.0,0.134,0.621,0.0,0.179,0.35200000000000004,100.017,217707.0,4.0
Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,P!nk,1KCSPY1glIKqW2TotWuXOR,pop,"['dance', 'pop', 'post-teen']",0.778,0.547,2.0,-7.273,1.0,0.0489,0.34600000000000003,0.000302,0.132,0.441,95.002,242733.0,4.0
Crazy,1vxw6aYJls2oq3gW0DujAo,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,pop,"['neo', 'atl']",0.855,0.5870000000000001,8.0,-4.589,1.0,0.0336,0.0505,0.007140000000000001,0.105,0.64,111.97,177466.0,4.0
"10,000 Hours (with Justin Bieber)",2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,pop,"['pop', 'contemporary']",0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,167693.0,4.0
Love Someone,2JqnpexlO9dmvjUMCaLCLJ,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,pop,"['pop', 'danish', 'scandipop']",0.55,0.415,9.0,-6.557,0.0,0.052000000000000005,0.161,0.0,0.108,0.274,172.065,205463.0,4.0
FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,pop,"['pop', 'urban', 'barbadian', 'r&b', 'post-teen', 'dance']",0.5820000000000001,0.272,2.0,-5.662000000000001,1.0,0.0501,0.875,0.0,0.13,0.354,205.846,188238.0,4.0
Almost (Sweet Music),2e9N4vHYVUwSwRorBzsZXE,Hozier,2FXC3k01G6Gw61bmprjgqS,pop,"['pop', 'irish', 'modern']",0.4270000000000001,0.6890000000000001,7.0,-5.589,1.0,0.135,0.021,1.69e-06,0.203,0.706,88.875,217480.0,4.0
Something Just Like This,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,pop,"['pop', 'tropical', 'edm', 'dance', 'electropop']",0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.16399999999999998,0.446,103.019,247160.0,4.0
Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,pop,"['neo', 'pop', 'viral']",0.682,0.173,1.0,-8.749,1.0,0.0314,0.8390000000000001,3.26e-05,0.0983,0.236,112.663,260285.0,4.0
Girls Like You,6OEHjJJvdkk1Ln0p0AZdyz,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,['pop'],0.611,0.462,0.0,-7.0539999999999985,1.0,0.0646,0.5579999999999999,1.01e-06,0.131,0.377,59.635,215230.0,4.0
Rolling in the Deep,1CkvWZme3pRgbzaxZnTl5X,Adele,4dpARuHxo51G3z768sgnrY,pop,"['pop', 'british', 'uk']",0.7290000000000001,0.7559999999999999,8.0,-5.119,1.0,0.0294,0.131,0.0,0.0527,0.522,104.945,228293.0,4.0
Shape of You,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,pop,"['pop', 'uk']",0.825,0.652,1.0,-3.1830000000000003,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,4.0
How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,The Fray,0zOcE3mg9nS6l3yxt1Y0bK,pop,"['neo', 'pop', 'piano']",0.64,0.743,10.0,-4.08,1.0,0.0379,0.269,0.0,0.101,0.361,122.035,262533.0,4.0
Mercy,7evPpWWu01Klxi0KlPxR17,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,pop,"['pop', 'viral', 'canadian', 'post-teen', 'dance']",0.568,0.6859999999999999,11.0,-4.901,0.0,0.0903,0.133,0.0,0.11,0.4,148.29399999999995,208733.0,4.0
Sign of the Times,5ELRkzdzz0HvGpMDlfZHkV,Harry Styles,6KImCVD70vtIoJWnq6nGn3,pop,"['pop', 'post-teen']",0.518,0.575,5.0,-4.6160000000000005,1.0,0.0302,0.0259,0.0,0.109,0.209,120.019,340707.0,4.0
Fix You,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,pop,"['pop', 'permanent']",0.209,0.417,3.0,-8.74,1.0,0.0338,0.16399999999999998,0.00196,0.113,0.124,138.178,295533.0,4.0
A Thousand Years,1QUpqu8865jfasDr8M3IKN,Christina Perri,7H55rcKCfwqkyDFH9wpKM6,pop,"['neo', 'pop', 'viral', 'post-teen', 'dance']",0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120.0,3.0
Out Of Love,4WzhjxvLP95y7AMDy0Atwb,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,pop,"['pop', 'canadian', 'post-teen', 'dance', 'electropop']",0.481,0.267,7.0,-9.249,1.0,0.0339,0.8,0.0,0.249,0.13699999999999998,117.64,227693.0,3.0
7 Years,5kqIPrATaCc2LqxVWzQGbk,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,pop,"['pop', 'danish', 'scandipop']",0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,237300.0,4.0
Free Spirit,2kAIpGWnlFLQh48iut6Zzq,Khalid,6LuN9FCkKOj5PcnpouEgny,pop,"['pop', 'alternative']",0.627,0.446,2.0,-9.477,0.0,0.0332,0.308,0.0007700000000000001,0.111,0.11,139.994,182080.0,4.0
Outnumbered,6UjZ2Yx2g2a52XxiA8ONxZ,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,pop,"['pop', 'folk-pop', 'irish']",0.614,0.684,0.0,-5.79,1.0,0.157,0.247,0.0,0.0976,0.258,156.85,245700.0,4.0
Light On,6UnCGAEmrbGIOSmGRZQ1M2,Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,pop,"['indie', 'pop']",0.657,0.569,2.0,-6.287000000000001,1.0,0.0542,0.201,1.3800000000000003e-05,0.126,0.399,102.054,233880.0,4.0
Rainbow,79qxwHypONUt3AFq0WPpT9,Kacey Musgraves,70kkdajctXSbqSMJbQO424,pop,"['texas', 'contemporary', 'country']",0.581,0.197,3.0,-7.697,1.0,0.0329,0.88,0.0,0.107,0.349,130.36700000000002,214293.0,4.0
I Guess I Just Feel Like,1HNywa8Bk0TmzRwQrzhtPo,John Mayer,0hEurMDQu99nJRq8pTxO14,pop,"['neo', 'pop', 'singer-songwriter']",0.556,0.528,4.0,-8.033,1.0,0.0266,0.615,0.0964,0.122,0.163,159.821,285480.0,4.0
broken,6XcfKZvJio9Z0fQy11GnNX,lovelytheband,4KJ6jujcNPzOyhdNoiNftp,pop,"['rock', 'indie', 'pop', 'modern']",0.6659999999999999,0.728,7.0,-5.808,1.0,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878.0,4.0
Delicate,6NFyWDv5CjfwuzoCkw47Xf,Taylor Swift,06HL4z0CvFAxyc27GXpf02,pop,"['dance', 'pop']",0.75,0.404,9.0,-10.178,0.0,0.0682,0.21600000000000005,0.000357,0.0911,0.0499,95.045,232253.0,4.0
Royals,2dLLR6qlu5UJ5gk0dKz0h3,Lorde,163tK9Wjr9P9DmM0AVK7lm,pop,"['pop', 'post-teen', 'dance', 'art', 'metropopolis', 'electropop', 'nz']",0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.87799999999999,190185.0,4.0
The Middle,09IStsImFySgyp0pIQdqAc,Zedd,2qxJFvFYMEDqd7ui6kSAcq,pop,"['pop', 'tropical', 'german', 'complextro', 'edm', 'post-teen', 'dance', 'electro', 'electropop']",0.753,0.657,7.0,-3.0610000000000004,1.0,0.0449,0.171,0.0,0.112,0.4370000000000001,107.01,184732.0,4.0
Preach,2AaF78iCWISMWYog5RnSi5,John Legend,5y2Xq6xcjJb2jVM54GHK3t,pop,"['neo', 'pop', 'r&b', 'urban']",0.508,0.7290000000000001,11.0,-5.7120000000000015,0.0,0.0443,0.0681,0.0,0.1,0.412,91.906,236880.0,4.0
Bad,3xRcQ04b0l5RiU2w7lJhCD,James Bay,4EzkuveR9pLvDVFNx6foYD,pop,"['neo', 'pop', 'modern']",0.5489999999999999,0.413,4.0,-5.5870000000000015,1.0,0.0362,0.7559999999999999,0.0,0.0939,0.29,139.981,225920.0,4.0
Beyond,1Omt5bfz1tZUCqd26HxbS0,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,pop,"['soul', 'modern']",0.58,0.687,6.0,-5.4,1.0,0.106,0.229,0.0,0.109,0.187,76.014,240600.0,4.0
Your Body Is a Wonderland,7vFv0yFGMJW3qVXbAd9BK9,John Mayer,0hEurMDQu99nJRq8pTxO14,pop,"['neo', 'pop', 'singer-songwriter']",0.647,0.7290000000000001,5.0,-6.251,1.0,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627.0,4.0
Cherry Pie,5fyBMJubnWJwFaa8heLs9m,"Love, Sophie",4B0A42ayBdKYIKFZwI0OV6,pop,[],0.5920000000000001,0.394,1.0,-12.056,1.0,0.0328,0.862,0.662,0.361,0.336,117.866,163046.0,4.0
80's makeout session,2fb5IfqG58jVkCGXWhxfa6,dacelynn,4HcCn0kCOvr5D6BItsWVFh,pop,['modern'],0.745,0.415,0.0,-10.672,1.0,0.0889,0.612,0.0,0.271,0.299,96.014,102468.0,4.0
Shoulder,0cs9JUEbRpq0FKlrLatqnL,CASTLEBEAT,0k8UHfMqW86uvhmhHiYzj3,pop,"['indie', 'bedroom']",0.421,0.6509999999999999,0.0,-10.292,1.0,0.0304,0.0203,0.449,0.308,0.555,164.982,201651.0,4.0
Life Inside,2tpA4UByrUKHRCaSiS0eno,Verzache,59KX7XUUgAOOo5IyDjca0T,pop,['lo-fi'],0.847,0.516,4.0,-8.728,0.0,0.0414,0.232,3.09e-05,0.7140000000000001,0.655,120.016,216000.0,4.0
double down,5w4d5MbA8SA4GAjxfvXlPj,chemical club,1J4KMCREAODEtqsexXWbeN,pop,[],0.7,0.542,9.0,-4.9860000000000015,1.0,0.0294,0.0283,0.0977,0.246,0.945,93.981,129139.0,4.0
Michelle,3sa1wUB8FAkoH95MGPGBWI,Sir Chloe,6rniTPs9zN26kYnkPdFl1U,pop,"['indie', 'modern']",0.366,0.439,4.0,-5.238,1.0,0.0298,0.0781,1.92e-05,0.108,0.11,115.94,214088.0,3.0
Mango Negro,09ojDTXnHxPaJKDyRnWxGh,Rubio,79YjWaAoD88XGLETIsnnQV,pop,"['chilean', 'pop']",0.649,0.448,8.0,-8.942,1.0,0.0358,0.7,0.486,0.125,0.173,129.921,214419.0,4.0
Baby Baby,5zdOAL1xFVSbSCKxBbuKxh,Sports,4AGNJdJiVltImYk1UTLE0K,pop,"['indie', 'tulsa']",0.772,0.6809999999999999,11.0,-5.22,1.0,0.0346,0.162,0.785,0.0404,0.83,153.006,181961.0,4.0
You Been On My Mind,0hjzYWeDHpQbKocmKuGBI7,Public Library Commute,2FEdyVgGMSclOsYJ4wAQUY,pop,['bedroom'],0.816,0.54,0.0,-7.221,1.0,0.039,0.5529999999999999,0.000262,0.121,0.272,105.033,160000.0,4.0
My Jinji,7wmFsS43fO8vAg0vcr776N,Sunset Rollercoaster,7BqRcZsHYYQeqMAOp7e532,pop,['taiwan'],0.389,0.597,7.0,-8.436,1.0,0.0308,0.534,0.406,0.14400000000000002,0.506,143.94299999999996,400560.0,4.0
Shooting Star,5HSCHarXwdTRIfVwsYnbRA,Tommy Newport,7FvQR6QFfXmW18dyMqnHvv,pop,['kansas'],0.5589999999999999,0.7390000000000001,9.0,-7.848,1.0,0.0464,0.0322,5.1e-05,0.534,0.322,153.076,154661.0,4.0
Watered Down,0W8o8QKoO01LiiSLbGhI21,SODAPOP,20SsjJW9QONCMZQ8Sik2d9,pop,[],0.72,0.687,1.0,-7.598,1.0,0.0427,0.222,0.695,0.192,0.8220000000000001,106.978,200119.0,4.0
Bends,31hlhFQVLQS4VADMTPl59i,Ralph Castelli,4o16FybIZV7WPD7tOl7PUd,pop,['alaska'],0.598,0.466,11.0,-11.611,0.0,0.214,0.0584,0.0401,0.431,0.5720000000000001,89.62100000000002,155985.0,4.0
Emotionless,4WhpjIKKkQlFmbsYQIuJxO,Crisaunt,0cuIIYEWDS7V1iBl65NtL6,pop,['bedroom'],0.701,0.508,6.0,-9.391,0.0,0.0455,0.483,0.00526,0.129,0.539,83.97399999999998,148402.0,4.0
Driving in My Car,4NcWigh0uMXPKxCdesQWxG,George Clanton,1G5v3lpMz7TeoW0yGpRQHr,pop,"['hyperpop', 'escape', 'vaporwave', 'chillwave']",0.597,0.6779999999999999,1.0,-6.391,1.0,0.0261,0.0278,0.882,0.117,0.6459999999999999,97.003,217940.0,4.0
Purple Haze,6CD5sIa3Li1gUvlfIL8ew3,Zella Day,100sLnojEpcadRx4edEBA6,pop,"['indie', 'pop', 'gauze', 'electropop']",0.65,0.672,11.0,-7.963999999999999,0.0,0.0393,0.0387,0.0114,0.139,0.593,125.03,198763.0,4.0
i don't need to understand,55Z8UeiGPWq7m5DXxi1uPm,Uly,1i5DopntEK7C4VKpD5F6zg,pop,['irish'],0.737,0.302,4.0,-17.692,1.0,0.0425,0.8140000000000001,0.878,0.366,0.688,91.018,146595.0,4.0
Focus,7hNFR8i6QnIDLb9bK8aa4S,Thomas Headon,0dn62y7ayEAxcIcMcBWXIE,pop,"['indie', 'modern']",0.618,0.417,0.0,-13.238,1.0,0.107,0.79,1.46e-05,0.103,0.826,76.524,199350.0,4.0
Halloween,6EPOKdXGMGI0Clx2P7afnC,marinelli,0iqCNJHozJhcjPDoX1EJ6a,pop,['modern'],0.657,0.547,2.0,-6.981,1.0,0.0275,0.454,0.0,0.102,0.8909999999999999,86.988,139480.0,4.0
Cotton Candy,7K1H5Peem34cxKy40kNFw5,spill tab,3qqkHeEhezlIaNj1vFYH2r,pop,"['indie', 'modern']",0.685,0.46,0.0,-7.809,1.0,0.224,0.675,1.25e-05,0.35700000000000004,0.596,96.876,93871.0,3.0
Friday,6PiAyNmUy6UEtI3MhOg2tb,Freak Slug,5wk7sY8GIg5ihSI09EbWeS,pop,['lo-fi'],0.6609999999999999,0.506,2.0,-10.022,1.0,0.0306,0.775,0.8140000000000001,0.154,0.49,124.983,204000.0,4.0
i remember,3wglnFX0QfmoeN7GU6Bur8,Sky McCreery,1LvKB5b2uYh3adUcl1pRPh,pop,['sad'],0.715,0.237,8.0,-12.1,1.0,0.266,0.626,4.7e-06,0.17600000000000002,0.266,160.048,122607.0,4.0
Car Crash in G Major,3zt5zKBpsliBi0aDldNBsX,fanclubwallet,1NJUWqbiNAk1BPOyQhb2qe,pop,[],0.7090000000000001,0.517,7.0,-8.077,1.0,0.0335,0.277,0.118,0.484,0.429,105.369,132000.0,4.0
Can Ghosts Be Gay?,5rffwMI9mXlXJimHmIGzYQ,carpetgarden,1rw5Io28PBVxMjikCwvevG,pop,[],0.459,0.318,9.0,-13.328,1.0,0.0277,0.925,0.000407,0.0898,0.239,168.82,201902.0,4.0
Twinkle,2Eqbp4tBXu1E4QT6DB9JjR,Hether,5O35zGUolf87RATk2NgSD3,pop,"['bedroom', 'modern']",0.6629999999999999,0.459,8.0,-9.143,1.0,0.0365,0.0302,0.456,0.109,0.426,140.166,194398.0,4.0
How Was Your Day?,5jx99x0wf2r9hzq0ekAmRr,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,pop,"['indie', 'bubblegrunge', 'bedroom']",0.353,0.392,2.0,-13.039,1.0,0.0339,0.931,0.0439,0.337,0.168,84.586,260025.0,4.0
Donuts Mind If I Do,2wW2TvVf8UqIXlQKfj7DtZ,CHAI,0NZsNnETGPWLKJj2Y0vpBx,pop,['japanese'],0.413,0.7120000000000001,1.0,-5.559,1.0,0.0355,0.0964,0.0142,0.109,0.466,165.791,227754.0,4.0
Melocotón,1qW32mkxIEhRkerlabQVOd,Kimberley Tell,1NTTlLcsHvqOZFC6CQp6Ka,pop,['indie'],0.8390000000000001,0.4270000000000001,0.0,-8.722000000000001,0.0,0.508,0.221,3.27e-05,0.275,0.6579999999999999,162.046,147280.0,4.0
SUMMER GIRL,7Ivlg6WEcmRLCqO32ZhfGd,Ian Hugel,24uWm1jxjtBwiVnEGT0pjC,pop,[],0.564,0.429,4.0,-13.114,1.0,0.0371,0.37,0.00515,0.268,0.206,160.3,168385.0,4.0
Fever Dream,6Y2xAiFDPNnnmuS7cYp3GI,Scarlett,4dHHC9hAlB6BoOq6KWUHgj,pop,[],0.7170000000000001,0.588,2.0,-7.471,1.0,0.0579,0.4320000000000001,0.334,0.128,0.888,123.029,177561.0,4.0
Hey Lover!,7rC3P7tpWriaC4hYWKwGQd,Wabie,3wOQaMNQU0rbzWyGXIudmE,pop,['bedroom'],0.586,0.7440000000000001,4.0,-10.142,1.0,0.0508,0.00614,0.000172,0.3720000000000001,0.523,117.006,162560.0,4.0
Running,4pbZ4wFXjGa92CsOlrscDL,Ralph Castelli,4o16FybIZV7WPD7tOl7PUd,pop,['alaska'],0.852,0.575,0.0,-8.786,0.0,0.0542,0.145,0.333,0.0732,0.895,136.003,158988.0,4.0
dance around the room,6QbY9JF49vhp2t2SLuG4Ni,STEPHAN,5nactm2CY1y393GPVUzKOY,pop,['bedroom'],0.738,0.638,6.0,-3.78,1.0,0.0366,0.568,5.96e-06,0.16,0.528,104.99,143000.0,4.0
kissing girls,5lCtzEEl2FxySHX4zR9yEf,Grady,6FmiNnTXQJTmOMAx4kB38R,pop,['indie'],0.415,0.456,0.0,-7.315,1.0,0.106,0.934,0.0,0.49,0.72,181.452,100750.0,3.0
mmmmm,29vSgGJJgVntYlzaXdMlPT,Daisy the Great,0SrIPejckovMwhrN3MZFPB,pop,['brooklyn'],0.349,0.158,2.0,-11.887,1.0,0.0332,0.912,0.0,0.131,0.34600000000000003,183.276,76126.0,4.0
honey thighs,3EJD8hq4Q7rP4jUMhfAraj,strongboi,2ygluM9w0lmulZrMJ1pI0i,pop,[],0.633,0.625,7.0,-8.871,1.0,0.0382,0.6779999999999999,0.00218,0.0911,0.395,131.995,284442.0,4.0
Dynamite,0t1kP63rueHleOhQkYSXFY,BTS,3Nrfpe0tUJi4K4DXYWgMUX,pop,['k-pop'],0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0,4.0
Dance with Me (feat. Thomas Rhett & Young Thug),6wXgnhpmOPEJ7cUweSyy2B,Diplo,5fMUXHkw8R8eOP2RNVYEZX,pop,"['moombahton', 'pop', 'tropical', 'bmore', 'ninja', 'edm']",0.73,0.792,6.0,-5.33,0.0,0.13,0.0264,0.0,0.101,0.745,99.039,170158.0,4.0
Promiscuous,0bRh7pc1nfIv2edfcIUlKh,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,pop,"['dance', 'pop', 'canadian']",0.807,0.97,10.0,-6.056,0.0,0.0477,0.0536,6.6e-05,0.149,0.8759999999999999,114.297,242373.0,4.0
Love Somebody,12tUCBq7V9qCF8qGOLpcnu,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,['pop'],0.675,0.79,1.0,-6.295,1.0,0.0369,0.129,0.0,0.121,0.423,120.015,229827.0,4.0
Lose Somebody,1sgDyuLooyvEML4oHspNza,Kygo,23fqKkggKUBHNkbKtXEls4,pop,"['edm', 'pop', 'tropical']",0.58,0.586,1.0,-6.882999999999999,1.0,0.0357,0.344,0.0,0.0755,0.507,147.988,199549.0,4.0
Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,pop,"['dance', 'pop', 'post-teen']",0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,190306.0,4.0
i'm so tired...,4vjpLMyL3ZO6aphdYr8XYw,Lauv,5JZ7CnR6gTvEMKX4g70Amv,pop,"['pop', 'electropop', 'post-teen']",0.599,0.733,11.0,-7.058,1.0,0.203,0.17600000000000002,0.0,0.242,0.534,102.211,162583.0,4.0
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2MbdDtCv5LUVjYy9RuGTgC,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,pop,"['rap', 'trap', 'kentucky', 'deep', 'pop']",0.904,0.723,11.0,-5.224,0.0,0.26,0.0631,0.0,0.185,0.835,145.013,227478.0,4.0
Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,pop,"['dance', 'pop', 'r&b', 'rap']",0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,4.0
You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,06HL4z0CvFAxyc27GXpf02,pop,"['dance', 'pop']",0.7709999999999999,0.6709999999999999,2.0,-5.617000000000001,1.0,0.0553,0.00929,0.0,0.0637,0.7140000000000001,85.02600000000002,171360.0,4.0
Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,Jawsh 685,56mfhUDKa1vec6rSLZV5Eg,pop,['nz'],0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.7609999999999999,150.076,171375.0,4.0
Kings & Queens,1InCpEliLCkWHOBdXW7XSx,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,pop,"['dance', 'pop']",0.637,0.69,1.0,-4.057,0.0,0.0405,0.007859999999999999,0.0,0.124,0.457,129.857,162399.0,4.0
Breaking Me,3H7ihDc1dqLriiWXwsc2po,Topic,0u6GtibW46tFX7koQ6uNJZ,pop,"['pop', 'tropical', 'german', 'edm', 'dance']",0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,4.0
Freedom,5Gj1wG8b12VQdEd3hUuSwo,Kygo,23fqKkggKUBHNkbKtXEls4,pop,"['edm', 'pop', 'tropical']",0.715,0.635,7.0,-6.591,1.0,0.0791,0.127,0.0,0.0862,0.39,112.887,198635.0,4.0
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",1WSGTYKLEpKfNQYYW5Oymt,benny blanco,5CiGnKThu5ctn9pBxv7DGa,pop,"['pop', 'electropop']",0.541,0.468,10.0,-4.039,0.0,0.362,0.404,3.65e-06,0.358,0.69,95.266,158027.0,4.0
Midnight (feat. Liam Payne),4ZTTUAjJCd4NMZmIU7RB4c,Alesso,4AVFqumd2ogHFlRbKIjp1t,pop,"['pop', 'tropical', 'progressive', 'edm', 'big', 'dance', 'electro']",0.5870000000000001,0.648,11.0,-6.9270000000000005,0.0,0.0439,0.0561,0.0,0.115,0.281,144.028,220141.0,4.0
Know Your Worth,0TrPqhAMoaKUFLR7iYDokf,Khalid,6LuN9FCkKOj5PcnpouEgny,pop,"['pop', 'alternative']",0.79,0.6940000000000001,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436.0,4.0
Supalonely,4nK5YrxbMGZstTLbvj6Gxw,BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,pop,"['pop', 'nz']",0.863,0.631,7.0,-4.689,1.0,0.0534,0.305,3.04e-05,0.123,0.8170000000000001,128.977,223480.0,4.0
Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,6KImCVD70vtIoJWnq6nGn3,pop,"['pop', 'post-teen']",0.5479999999999999,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,4.0
Say So,3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,pop,"['dance', 'pop']",0.787,0.6729999999999999,11.0,-4.577,0.0,0.158,0.256,3.57e-06,0.0904,0.7859999999999999,110.962,237893.0,4.0
bad guy,2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,pop,"['pop', 'electropop']",0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,4.0
Señorita,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,pop,"['pop', 'viral', 'canadian', 'post-teen', 'dance']",0.759,0.5479999999999999,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.7490000000000001,116.967,190800.0,4.0
It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs,Kygo,23fqKkggKUBHNkbKtXEls4,pop,"['edm', 'pop', 'tropical']",0.64,0.5329999999999999,0.0,-6.596,1.0,0.0706,0.119,0.0,0.0864,0.515,99.968,220781.0,4.0
Youngblood,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,pop,"['dance', 'boy', 'post-teen', 'pop']",0.596,0.8540000000000001,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,4.0
